1 |   1                2 6.910e-07 |
  2 |   2                3 2.970e-07 |
  3 |   3                4 2.460e-07 |
  4 |   3                4 3.690e-07 |
  5 |   4                5 3.490e-07 |
  6 |   4                5 3.390e-07 |
  7 |   5                6 3.470e-07 |
  8 |   5                6 3.300e-07 |
  9 |   5                6 3.650e-07 |
 10 |   6                7 3.910e-07 |
 11 |   6                7 1.017e-06 |
 12 |   6                7 3.100e-07 |
 13 |   7                8 3.550e-07 |
 14 |   7                8 2.840e-07 |
 15 |   7                8 3.430e-07 |
 16 |   7                8 3.190e-07 |
 17 |   8                9 2.880e-07 |
 18 |   8                9 3.220e-07 |
 19 |   8                9 5.060e-07 |
 20 |   8                9 2.990e-07 |
 21 |   9               10 1.087e-06 |
 22 |   9               10 4.020e-07 |
 23 |   9               10 3.270e-07 |
 24 |   9               10 4.320e-07 |
 25 |   9               10 4.620e-07 |
 26 |  10               11 3.240e-07 |
 27 |  10               11 4.480e-07 |
 28 |  10               11 3.300e-07 |
 29 |  10               11 3.200e-07 |
 30 |  10               11 4.650e-07 |
 31 |  11               12 3.610e-07 |
 32 |  11               12 3.300e-07 |
 33 |  11               12 3.400e-07 |
 34 |  12               13 3.950e-07 |
 35 |  12               13 4.310e-07 |
 36 |  12               13 4.810e-07 |
 37 |  13               14 4.510e-07 |
 38 |  13               14 5.030e-07 |
 39 |  13               14 6.070e-07 |
 40 |  14               15 6.090e-07 |
 41 |  14               15 4.810e-07 |
 42 |  14               15 4.920e-07 |
 43 |  15               16 5.050e-07 |
 44 |  15               16 4.150e-07 |
 45 |  15               16 4.090e-07 |
 46 |  16               17 4.640e-07 |
 47 |  16               17 4.230e-07 |
 48 |  16               17 4.110e-07 |
 49 |  16               17 5.580e-07 |
 50 |  17               18 4.290e-07 |
 51 |  17               18 1.282e-06 |
 52 |  17               18 6.300e-07 |
 53 |  18               19 7.260e-07 |
 54 |  18               19 4.840e-07 |
 55 |  19               20 9.700e-07 |
 56 |  19               20 5.470e-07 |
 57 |  20               21 6.600e-07 |
 58 |  20               21 5.400e-07 |
 59 |  21               22 6.410e-07 |
 60 |  21               22 5.480e-07 |
 61 |  22               23 6.600e-07 |
 62 |  22               23 6.070e-07 |
 63 |  22               23 6.690e-07 |
 64 |  23               24 6.300e-07 |
 65 |  23               24 5.620e-07 |
 66 |  23               24 7.500e-07 |
 67 |  24               25 6.350e-07 |
 68 |  24               25 8.000e-07 |
 69 |  24               25 6.610e-07 |
 70 |  25               26 7.590e-07 |
 71 |  25               26 6.970e-07 |
 72 |  25               26 7.920e-07 |
 73 |  25               26 6.970e-07 |
 74 |  26               27 6.640e-07 |
 75 |  26               27 7.400e-07 |
 76 |  26               27 6.530e-07 |
 77 |  26               27 8.190e-07 |
 78 |  27               28 7.310e-07 |
 79 |  27               28 6.410e-07 |
 80 |  27               28 6.860e-07 |
 81 |  27               28 6.870e-07 |
 82 |  27               28 7.930e-07 |
 83 |  28               29 6.590e-07 |
 84 |  28               29 8.260e-07 |
 85 |  28               29 6.680e-07 |
 86 |  28               29 9.180e-07 |
 87 |  28               29 7.180e-07 |
 88 |  29               30 8.330e-07 |
 89 |  29               30 7.130e-07 |
 90 |  30               31 8.250e-07 |
 91 |  30               32 7.940e-07 |
 92 |  31               35 1.096e-06 |
 93 |  31               37 1.078e-06 |
 94 |  32               38 8.640e-07 |
 95 |  32               38 8.990e-07 |
 96 |  33               39 1.104e-06 |
 97 |  33               39 9.880e-07 |
 98 |  34               41 1.077e-06 |
 99 |  34               42 9.780e-07 |
100 |  35               43 1.170e-06 |
101 |  35               43 1.517e-06 |
102 |  36               44 1.103e-06 |
103 |  36               44 1.133e-06 |
104 |  37               45 1.119e-06 |
105 |  37               45 1.118e-06 |
106 |  38               46 1.134e-06 |
107 |  38               46 1.030e-06 |
108 |  38               46 1.141e-06 |
109 |  39               47 1.030e-06 |
110 |  39               47 1.073e-06 |
111 |  39               47 1.123e-06 |
112 |  40               48 1.135e-06 |
113 |  40               48 1.028e-06 |
114 |  40               48 1.124e-06 |
115 |  41               49 1.080e-06 |
116 |  41               49 1.107e-06 |
117 |  41               49 1.098e-06 |
118 |  41               49 1.066e-06 |
119 |  42               50 1.087e-06 |
120 |  42               50 1.082e-06 |
121 |  42               50 1.092e-06 |
122 |  42               50 1.231e-06 |
123 |  43               51 1.120e-06 |
124 |  43               51 1.109e-06 |
125 |  43               51 1.205e-06 |
126 |  43               51 1.140e-06 |
127 |  43               51 1.149e-06 |
128 |  44               52 1.193e-06 |
129 |  44               52 1.198e-06 |
130 |  44               52 1.117e-06 |
131 |  44               52 1.087e-06 |
132 |  44               52 1.157e-06 |
133 |  45               53 1.188e-06 |
134 |  45               53 1.122e-06 |
135 |  45               53 1.151e-06 |
136 |  45               53 1.142e-06 |
137 |  45               53 1.230e-06 |
138 |  46               54 1.179e-06 |
139 |  46               54 1.181e-06 |
140 |  46               54 1.153e-06 |
141 |  46               54 1.176e-06 |
142 |  46               54 1.287e-06 |
143 |  47               55 1.190e-06 |
144 |  47               55 1.184e-06 |
145 |  47               55 1.171e-06 |
146 |  47               55 1.173e-06 |
147 |  47               55 1.219e-06 |
148 |  48               56 1.207e-06 |
149 |  48               56 1.206e-06 |
150 |  48               56 1.195e-06 |
151 |  48               56 1.224e-06 |
152 |  48               56 1.235e-06 |
153 |  48               56 1.204e-06 |
154 |  49               57 1.243e-06 |
155 |  49               57 1.195e-06 |
156 |  50               58 1.296e-06 |
157 |  50               58 1.289e-06 |
158 |  51               59 1.334e-06 |
159 |  51               59 1.431e-06 |
160 |  52               60 1.366e-06 |
161 |  52               60 1.286e-06 |
162 |  53               61 1.440e-06 |
163 |  53               61 1.291e-06 |
164 |  54               62 1.375e-06 |
165 |  54               62 1.373e-06 |
166 |  55               63 1.426e-06 |
167 |  55               63 1.479e-06 |
168 |  56               64 1.333e-06 |
169 |  56               64 1.351e-06 |
170 |  57               65 1.372e-06 |
171 |  57               65 1.414e-06 |
172 |  57               65 1.465e-06 |
173 |  58               66 1.554e-06 |
174 |  58               66 1.382e-06 |
175 |  58               66 1.370e-06 |
176 |  59               67 1.406e-06 |
177 |  59               67 1.389e-06 |
178 |  59               67 1.398e-06 |
179 |  59               67 1.440e-06 |
180 |  60               68 1.529e-06 |
181 |  60               68 1.416e-06 |
182 |  60               68 1.468e-06 |
183 |  60               68 1.426e-06 |
184 |  61               69 1.443e-06 |
185 |  61               69 1.445e-06 |
186 |  61               69 1.465e-06 |
187 |  61               69 1.534e-06 |
188 |  61               69 1.490e-06 |
189 |  62               70 1.565e-06 |
190 |  62               70 1.450e-06 |
191 |  62               70 1.525e-06 |
192 |  62               70 1.484e-06 |
193 |  62               70 1.521e-06 |
194 |  63               71 1.476e-06 |
195 |  63               71 1.632e-06 |
196 |  63               71 1.498e-06 |
197 |  63               71 1.645e-06 |
198 |  63               71 1.507e-06 |
199 |  63               71 1.646e-06 |
200 |  64               72 1.532e-06 |
201 |  64               72 2.881e-06 |
202 |  64               72 1.790e-06 |
203 |  64               72 1.680e-06 |
204 |  64               72 1.719e-06 |
205 |  64               72 1.816e-06 |
206 |  65               73 1.644e-06 |
207 |  65               73 1.724e-06 |
208 |  65               73 1.644e-06 |
209 |  65               73 1.759e-06 |
210 |  65               73 1.691e-06 |
211 |  66               74 1.783e-06 |
212 |  66               74 1.834e-06 |
213 |  67               75 1.728e-06 |
214 |  67               75 1.867e-06 |
215 |  68               76 1.885e-06 |
216 |  68               76 1.846e-06 |
217 |  69               77 1.961e-06 |
218 |  69               77 1.837e-06 |
219 |  70               78 2.037e-06 |
220 |  70               78 1.835e-06 |
221 |  71               79 1.979e-06 |
222 |  71               79 1.872e-06 |
223 |  72               80 1.913e-06 |
224 |  72               80 1.812e-06 |
225 |  73               81 1.965e-06 |
226 |  73               81 1.882e-06 |
227 |  73               81 1.870e-06 |
228 |  74               82 1.878e-06 |
229 |  74               82 2.177e-06 |
230 |  74               82 1.862e-06 |
231 |  75               83 1.873e-06 |
232 |  75               83 1.973e-06 |
233 |  75               83 1.869e-06 |
234 |  75               83 1.941e-06 |
235 |  76               84 2.397e-06 |
236 |  76               84 2.237e-06 |
237 |  76               84 1.987e-06 |
238 |  76               84 8.331e-06 |
239 |  77               85 1.985e-06 |
240 |  77               85 1.963e-06 |
241 |  77               85 1.945e-06 |
242 |  77               85 1.951e-06 |
243 |  78               86 2.375e-06 |
244 |  78               86 2.004e-06 |
245 |  78               86 2.154e-06 |
246 |  78               86 2.009e-06 |
247 |  78               86 2.174e-06 |
248 |  79               87 1.956e-06 |
249 |  79               87 2.163e-06 |
250 |  79               87 2.091e-06 |
251 |  79               87 1.958e-06 |
252 |  79               87 2.065e-06 |
253 |  80               88 2.138e-06 |
254 |  80               88 2.032e-06 |
255 |  80               88 2.416e-06 |
256 |  80               88 2.048e-06 |
257 |  80               88 2.108e-06 |
258 |  80               88 2.110e-06 |
259 |  81               89 2.422e-06 |
260 |  81               89 2.125e-06 |
261 |  81               89 2.081e-06 |
262 |  82               90 2.083e-06 |
263 |  82               90 2.393e-06 |
264 |  82               90 2.101e-06 |
265 |  83               91 2.498e-06 |
266 |  83               91 2.104e-06 |
267 |  83               91 2.136e-06 |
268 |  84               92 2.090e-06 |
269 |  84               92 2.581e-06 |
270 |  84               92 2.482e-06 |
271 |  85               93 2.333e-06 |
272 |  85               93 2.131e-06 |
273 |  85               93 2.090e-06 |
274 |  86               94 2.112e-06 |
275 |  86               94 2.625e-06 |
276 |  86               94 2.218e-06 |
277 |  86               94 2.282e-06 |
278 |  87               95 2.377e-06 |
279 |  87               95 2.418e-06 |
280 |  88               96 2.325e-06 |
281 |  88               96 2.255e-06 |
282 |  89               97 2.156e-06 |
283 |  89               97 2.455e-06 |
284 |  90               98 2.315e-06 |
285 |  90               98 2.246e-06 |
286 |  91               99 2.315e-06 |
287 |  91               99 2.336e-06 |
288 |  92              100 2.641e-06 |
289 |  92              100 2.320e-06 |
290 |  93              101 2.340e-06 |
291 |  93              101 2.433e-06 |
292 |  94              102 2.540e-06 |
293 |  94              102 2.516e-06 |
294 |  94              102 2.335e-06 |
295 |  95              103 2.381e-06 |
296 |  95              103 2.422e-06 |
297 |  95              103 2.416e-06 |
298 |  96              104 2.355e-06 |
299 |  96              104 2.345e-06 |
300 |  96              104 2.353e-06 |
301 |  96              104 2.464e-06 |
302 |  97              105 2.387e-06 |
303 |  97              105 2.336e-06 |
304 |  97              105 2.426e-06 |
305 |  97              105 2.435e-06 |
306 |  98              106 2.433e-06 |
307 |  98              106 2.453e-06 |
308 |  98              106 2.514e-06 |
309 |  98              106 2.438e-06 |
310 |  98              106 2.481e-06 |
311 |  99              107 2.417e-06 |
312 |  99              107 2.419e-06 |
313 |  99              107 2.389e-06 |
314 |  99              107 2.382e-06 |
315 |  99              107 2.438e-06 |
316 | 100              108 2.445e-06 |
317 | 100              108 2.479e-06 |
318 | 100              108 2.427e-06 |
319 | 101              110 2.494e-06 |
320 | 101              112 2.596e-06 |
321 | 102              115 2.757e-06 |
322 | 102              115 2.711e-06 |
323 | 103              116 2.720e-06 |
324 | 103              116 2.796e-06 |
325 | 104              117 2.840e-06 |
326 | 104              117 2.810e-06 |
327 | 105              118 2.902e-06 |
328 | 105              118 2.803e-06 |
329 | 106              119 2.773e-06 |
330 | 106              119 2.687e-06 |
331 | 107              120 2.808e-06 |
332 | 107              120 2.757e-06 |
333 | 108              121 2.713e-06 |
334 | 108              121 2.852e-06 |
335 | 109              122 2.789e-06 |
336 | 109              122 2.752e-06 |
337 | 110              123 2.724e-06 |
338 | 110              123 2.834e-06 |
339 | 110              123 2.892e-06 |
340 | 111              124 2.789e-06 |
341 | 111              124 2.741e-06 |
342 | 111              124 2.847e-06 |
343 | 112              125 2.843e-06 |
344 | 112              125 2.773e-06 |
345 | 112              125 2.813e-06 |
346 | 112              125 2.926e-06 |
347 | 113              126 2.814e-06 |
348 | 113              126 2.807e-06 |
349 | 113              126 3.011e-06 |
350 | 113              126 2.908e-06 |
351 | 114              127 2.814e-06 |
352 | 114              127 2.851e-06 |
353 | 114              127 2.852e-06 |
354 | 114              127 2.839e-06 |
355 | 114              127 2.983e-06 |
356 | 115              128 2.836e-06 |
357 | 115              128 2.877e-06 |
358 | 115              128 2.917e-06 |
359 | 115              128 2.819e-06 |
360 | 115              128 2.955e-06 |
361 | 116              129 2.941e-06 |
362 | 116              129 2.849e-06 |
363 | 116              129 2.895e-06 |
364 | 116              129 2.920e-06 |
365 | 117              130 2.913e-06 |
366 | 117              130 3.031e-06 |
367 | 117              130 2.911e-06 |
368 | 117              130 2.890e-06 |
369 | 117              130 2.989e-06 |
370 | 118              131 2.887e-06 |
371 | 118              131 3.023e-06 |
372 | 118              131 2.910e-06 |
373 | 118              131 2.900e-06 |
374 | 118              131 3.040e-06 |
375 | 119              132 2.915e-06 |
376 | 119              132 3.020e-06 |
377 | 119              132 2.955e-06 |
378 | 119              132 2.903e-06 |
379 | 119              132 3.191e-06 |
380 | 120              133 2.989e-06 |
381 | 120              133 3.070e-06 |
382 | 120              133 2.987e-06 |
383 | 120              133 3.051e-06 |
384 | 120              133 3.039e-06 |
385 | 121              136 3.069e-06 |
386 | 121              136 4.872e-06 |
387 | 122              137 4.171e-06 |
388 | 122              137 3.770e-06 |
389 | 123              138 3.392e-06 |
390 | 123              138 3.492e-06 |
391 | 124              139 3.369e-06 |
392 | 124              139 3.585e-06 |
393 | 125              140 3.394e-06 |
394 | 125              140 3.427e-06 |
395 | 126              141 3.471e-06 |
396 | 126              141 3.424e-06 |
397 | 127              142 3.450e-06 |
398 | 127              142 3.426e-06 |
399 | 128              143 3.478e-06 |
400 | 128              143 3.431e-06 |
401 | 129              144 4.992e-06 |
402 | 129              144 3.593e-06 |
403 | 129              144 3.522e-06 |
404 | 130              145 3.671e-06 |
405 | 130              145 3.479e-06 |
406 | 130              145 3.404e-06 |
407 | 131              146 3.395e-06 |
408 | 131              146 3.643e-06 |
409 | 131              146 3.366e-06 |
410 | 131              146 3.422e-06 |
411 | 132              147 6.057e-06 |
412 | 132              147 3.448e-06 |
413 | 132              147 3.617e-06 |
414 | 132              147 3.468e-06 |
415 | 133              148 3.553e-06 |
416 | 133              148 3.537e-06 |
417 | 133              148 3.251e-06 |
418 | 133              148 3.283e-06 |
419 | 133              148 3.309e-06 |
420 | 134              149 3.285e-06 |
421 | 134              149 3.261e-06 |
422 | 134              149 3.258e-06 |
423 | 134              149 3.483e-06 |
424 | 134              149 3.183e-06 |
425 | 135              150 3.290e-06 |
426 | 135              150 3.292e-06 |
427 | 135              150 3.352e-06 |
428 | 135              150 5.528e-06 |
429 | 135              150 3.715e-06 |
430 | 135              150 3.672e-06 |
431 | 136              151 3.664e-06 |
432 | 136              151 3.387e-06 |
433 | 136              151 3.351e-06 |
434 | 137              152 3.451e-06 |
435 | 137              152 3.539e-06 |
436 | 137              152 3.514e-06 |
437 | 138              153 3.617e-06 |
438 | 138              153 3.426e-06 |
439 | 138              153 3.587e-06 |
440 | 139              154 3.561e-06 |
441 | 139              154 3.585e-06 |
442 | 139              154 3.559e-06 |
443 | 140              155 3.598e-06 |
444 | 140              155 3.615e-06 |
445 | 140              155 3.614e-06 |
446 | 140              155 3.706e-06 |
447 | 141              156 3.618e-06 |
448 | 141              156 3.804e-06 |
449 | 142              157 3.846e-06 |
450 | 142              157 4.195e-06 |
451 | 143              158 4.049e-06 |
452 | 143              158 3.747e-06 |
453 | 144              159 3.951e-06 |
454 | 144              159 3.600e-06 |
455 | 145              160 3.816e-06 |
456 | 145              160 3.855e-06 |
457 | 146              161 3.963e-06 |
458 | 146              161 3.892e-06 |
459 | 147              162 4.001e-06 |
460 | 147              162 4.155e-06 |
461 | 147              162 4.098e-06 |
462 | 148              163 4.233e-06 |
463 | 148              163 3.896e-06 |
464 | 148              163 3.890e-06 |
465 | 149              164 3.871e-06 |
466 | 149              164 4.119e-06 |
467 | 149              164 4.062e-06 |
468 | 150              165 4.027e-06 |
469 | 150              165 4.075e-06 |
470 | 150              165 4.190e-06 |
471 | 150              165 4.090e-06 |
472 | 151              166 3.957e-06 |
473 | 151              166 4.010e-06 |
474 | 151              166 4.182e-06 |
475 | 151              166 4.110e-06 |
476 | 152              167 4.466e-06 |
477 | 152              167 4.328e-06 |
478 | 152              167 4.189e-06 |
479 | 152              167 3.993e-06 |
480 | 152              167 4.136e-06 |
481 | 153              168 4.065e-06 |
482 | 153              168 4.191e-06 |
