    1 |   1                2 1.377e-06 |
    2 |   2                3 9.630e-07 |
    3 |   3                4 8.900e-07 |
    4 |   3                4 7.730e-07 |
    5 |   4                5 8.090e-07 |
    6 |   4                5 8.560e-07 |
    7 |   5                6 9.090e-07 |
    8 |   5                6 8.700e-07 |
    9 |   5                6 9.210e-07 |
   10 |   6                7 9.310e-07 |
   11 |   6                7 8.970e-07 |
   12 |   6                7 8.750e-07 |
   13 |   7                8 1.009e-06 |
   14 |   7                8 9.730e-07 |
   15 |   7                8 9.180e-07 |
   16 |   7                8 9.990e-07 |
   17 |   8                9 9.680e-07 |
   18 |   8                9 9.880e-07 |
   19 |   8                9 1.055e-06 |
   20 |   8                9 8.940e-07 |
   21 |   9               10 9.870e-07 |
   22 |   9               10 1.177e-06 |
   23 |   9               10 1.017e-06 |
   24 |   9               10 1.082e-06 |
   25 |   9               10 1.018e-06 |
   26 |  10               11 1.111e-06 |
   27 |  10               11 1.012e-06 |
   28 |  10               11 1.123e-06 |
   29 |  10               11 1.027e-06 |
   30 |  10               11 1.074e-06 |
   31 |  11               12 1.087e-06 |
   32 |  11               12 1.054e-06 |
   33 |  11               12 1.080e-06 |
   34 |  12               13 1.286e-06 |
   35 |  12               13 1.262e-06 |
   36 |  12               13 1.276e-06 |
   37 |  13               14 1.288e-06 |
   38 |  13               14 1.277e-06 |
   39 |  13               14 1.349e-06 |
   40 |  14               15 1.390e-06 |
   41 |  14               15 1.315e-06 |
   42 |  14               15 1.299e-06 |
   43 |  15               16 1.328e-06 |
   44 |  15               16 1.269e-06 |
   45 |  15               16 1.422e-06 |
   46 |  16               17 1.532e-06 |
   47 |  16               17 1.343e-06 |
   48 |  16               17 1.493e-06 |
   49 |  16               17 1.488e-06 |
   50 |  17               18 1.475e-06 |
   51 |  17               18 1.547e-06 |
   52 |  18               19 1.599e-06 |
   53 |  18               19 1.832e-06 |
   54 |  19               20 1.721e-06 |
   55 |  19               20 1.647e-06 |
   56 |  19               20 1.733e-06 |
   57 |  20               21 1.604e-06 |
   58 |  20               21 1.769e-06 |
   59 |  21               22 1.644e-06 |
   60 |  21               22 1.686e-06 |
   61 |  22               23 1.776e-06 |
   62 |  22               23 1.578e-06 |
   63 |  23               24 1.963e-06 |
   64 |  23               24 1.765e-06 |
   65 |  23               24 1.823e-06 |
   66 |  24               25 1.718e-06 |
   67 |  24               25 1.904e-06 |
   68 |  24               25 1.810e-06 |
   69 |  25               26 1.742e-06 |
   70 |  25               26 1.793e-06 |
   71 |  25               26 1.895e-06 |
   72 |  25               26 1.973e-06 |
   73 |  26               27 1.785e-06 |
   74 |  26               27 1.802e-06 |
   75 |  26               27 1.742e-06 |
   76 |  26               27 1.978e-06 |
   77 |  27               28 1.779e-06 |
   78 |  27               28 1.983e-06 |
   79 |  27               28 1.915e-06 |
   80 |  27               28 1.941e-06 |
   81 |  27               28 2.054e-06 |
   82 |  28               29 2.043e-06 |
   83 |  28               29 1.873e-06 |
   84 |  28               29 1.871e-06 |
   85 |  28               29 2.107e-06 |
   86 |  28               29 2.169e-06 |
   87 |  29               30 1.900e-06 |
   88 |  29               30 1.985e-06 |
   89 |  29               30 2.205e-06 |
   90 |  29               30 2.169e-06 |
   91 |  29               30 2.120e-06 |
   92 |  29               30 2.156e-06 |
   93 |  30               31 2.046e-06 |
   94 |  30               31 2.094e-06 |
   95 |  31               32 2.064e-06 |
   96 |  31               32 2.245e-06 |
   97 |  32               33 2.528e-06 |
   98 |  32               34 2.664e-06 |
   99 |  33               35 2.671e-06 |
  100 |  33               35 2.659e-06 |
  101 |  34               36 2.772e-06 |
  102 |  34               36 2.691e-06 |
  103 |  35               37 2.791e-06 |
  104 |  35               37 2.687e-06 |
  105 |  36               38 2.696e-06 |
  106 |  36               38 2.684e-06 |
  107 |  37               39 2.747e-06 |
  108 |  37               39 2.561e-06 |
  109 |  37               39 2.579e-06 |
  110 |  38               40 2.574e-06 |
  111 |  38               40 2.724e-06 |
  112 |  38               40 2.662e-06 |
  113 |  39               41 2.701e-06 |
  114 |  39               41 2.678e-06 |
  115 |  39               41 2.628e-06 |
  116 |  40               42 3.001e-06 |
  117 |  40               42 2.856e-06 |
  118 |  40               42 2.782e-06 |
  119 |  40               42 2.901e-06 |
  120 |  41               43 2.950e-06 |
  121 |  41               43 2.938e-06 |
  122 |  41               43 2.944e-06 |
  123 |  41               43 2.829e-06 |
  124 |  42               44 3.093e-06 |
  125 |  42               44 3.139e-06 |
  126 |  42               44 3.032e-06 |
  127 |  42               44 2.863e-06 |
  128 |  42               44 2.943e-06 |
  129 |  43               45 3.031e-06 |
  130 |  43               45 1.515e-05 |
  131 |  43               45 2.881e-06 |
  132 |  43               45 2.980e-06 |
  133 |  43               45 3.221e-06 |
  134 |  44               46 3.087e-06 |
  135 |  44               46 3.222e-06 |
  136 |  44               46 3.017e-06 |
  137 |  44               46 3.143e-06 |
  138 |  44               46 3.063e-06 |
  139 |  45               47 3.363e-06 |
  140 |  45               47 3.223e-06 |
  141 |  45               47 3.176e-06 |
  142 |  45               47 3.220e-06 |
  143 |  45               47 3.173e-06 |
  144 |  46               48 3.499e-06 |
  145 |  46               48 3.315e-06 |
  146 |  46               48 3.312e-06 |
  147 |  46               48 3.230e-06 |
  148 |  46               48 3.287e-06 |
  149 |  47               49 3.700e-06 |
  150 |  47               49 3.911e-06 |
  151 |  47               49 3.546e-06 |
  152 |  47               49 3.360e-06 |
  153 |  47               49 3.366e-06 |
  154 |  48               52 3.977e-06 |
  155 |  48               52 3.598e-06 |
  156 |  48               52 3.618e-06 |
  157 |  49               53 3.964e-06 |
  158 |  49               53 3.799e-06 |
  159 |  50               54 3.940e-06 |
  160 |  50               54 4.238e-06 |
  161 |  51               55 4.433e-06 |
  162 |  51               55 4.052e-06 |
  163 |  52               56 4.486e-06 |
  164 |  52               56 4.876e-06 |
  165 |  53               57 5.059e-06 |
  166 |  53               57 5.000e-06 |
  167 |  54               58 5.312e-06 |
  168 |  54               58 4.578e-06 |
  169 |  55               59 4.588e-06 |
  170 |  55               59 4.611e-06 |
  171 |  55               59 4.491e-06 |
  172 |  56               60 4.747e-06 |
  173 |  56               60 4.326e-06 |
  174 |  56               60 4.432e-06 |
  175 |  57               61 4.553e-06 |
  176 |  57               61 4.731e-06 |
  177 |  57               61 4.570e-06 |
  178 |  57               61 4.410e-06 |
  179 |  58               62 4.861e-06 |
  180 |  58               62 4.424e-06 |
  181 |  58               62 4.459e-06 |
  182 |  58               62 4.646e-06 |
  183 |  59               63 5.395e-06 |
  184 |  59               63 4.680e-06 |
  185 |  59               63 4.599e-06 |
  186 |  59               63 4.597e-06 |
  187 |  59               63 4.414e-06 |
  188 |  60               64 4.584e-06 |
  189 |  60               64 4.724e-06 |
  190 |  60               64 4.561e-06 |
  191 |  60               64 4.561e-06 |
